code;group;session;block;trial;enc;resp;confidence;points;scale;rt;posold;old;new
ED0403;forcedguess;1;1;0;1;2;3;1;low;3671;left;visual\obj452thumb.gif;visual\obj213house.gif
ED0403;forcedguess;1;1;1;1;5;5;3;low;2578;right;visual\obj387sewingmachine.gif;visual\obj490bricks.gif
ED0403;forcedguess;1;1;2;3;1;4;2;low;1640;left;visual\obj306peanut.gif;visual\obj518yoyo.gif
ED0403;forcedguess;1;1;3;0;1;1;0;low;5328;none;visual\obj385seal.gif;visual\obj485violin.gif
ED0403;forcedguess;1;1;4;0;3;3;0;low;2718;none;visual\obj282net.gif;visual\obj343rabbit.gif
ED0403;forcedguess;1;1;5;0;1;1;0;low;1406;none;visual\obj499spiderweb.gif;visual\obj005anchor.gif
ED0403;forcedguess;1;1;6;1;2;3;1;low;1719;left;visual\obj442tear.gif;visual\obj231ladder.gif
ED0403;forcedguess;1;1;7;1;2;3;1;low;1828;left;visual\obj462top.gif;visual\obj293paintbrush.gif
ED0403;forcedguess;1;1;8;3;0;5;3;low;1108;left;visual\obj309pelican.gif;visual\obj355ring.gif
ED0403;forcedguess;1;1;9;3;0;0;-3;low;1687;right;visual\obj173trash.gif;visual\obj377saxophone.gif
ED0403;forcedguess;1;1;10;3;1;4;2;low;2141;left;visual\obj175fence.gif;visual\obj026banana.gif
ED0403;forcedguess;1;1;11;1;5;5;3;low;1766;right;visual\obj283nose.gif;visual\obj353rhinoceros.gif
ED0403;forcedguess;1;1;12;0;5;5;0;low;2125;none;visual\obj290owl.gif;visual\obj350razor.gif
ED0403;forcedguess;1;1;13;0;3;3;0;low;2578;none;visual\obj162floor.gif;visual\obj286octopus.gif
ED0403;forcedguess;1;1;14;3;2;3;1;low;1671;left;visual\obj037bed.gif;visual\obj322pipe.gif
ED0403;forcedguess;1;1;15;0;4;4;0;low;2219;none;visual\obj025balloon.gif;visual\obj289ostrich.gif
ED0403;forcedguess;1;1;16;1;3;3;1;low;1702;right;visual\obj253log.gif;visual\obj088chain.gif
ED0403;forcedguess;1;1;17;1;3;2;-1;low;1687;left;visual\obj116cross.gif;visual\obj440taperecorder.gif
ED0403;forcedguess;1;1;18;3;5;5;3;low;1671;right;visual\obj362rollingpin.gif;visual\obj317bird.gif
ED0403;forcedguess;1;1;19;1;4;4;2;low;2936;right;visual\obj508wig.gif;visual\obj371safetypin.gif
ED0403;forcedguess;1;1;20;1;2;3;1;low;2250;left;visual\obj500well.gif;visual\obj100clothespin.gif
ED0403;forcedguess;1;1;21;3;2;3;1;low;1687;left;visual\obj482vacuum.gif;visual\obj451thimble.gif
ED0403;forcedguess;1;1;22;1;3;2;-1;low;1687;left;visual\obj230knot.gif;visual\obj315picture.gif
ED0403;forcedguess;1;1;23;0;3;3;0;low;1375;none;visual\obj277nail.gif;visual\obj024ball.gif
ED0403;forcedguess;1;1;24;3;4;4;2;low;1796;right;visual\obj335pot.gif;visual\obj397sink.gif
ED0403;forcedguess;1;1;25;3;1;4;2;low;1516;left;visual\obj156firetruck.gif;visual\obj415spatula.gif
ED0403;forcedguess;1;1;26;0;2;2;0;low;2342;none;visual\obj477tweezers.gif;visual\obj008anvil.gif
ED0403;forcedguess;1;1;27;3;1;4;2;low;2046;left;visual\obj492walnut.gif;visual\obj316pig.gif
ED0403;forcedguess;1;1;28;3;5;5;3;low;1671;right;visual\obj059bra.gif;visual\obj205highchair.gif
ED0403;forcedguess;1;1;29;3;3;3;1;low;2453;right;visual\obj379scarf.gif;visual\obj450thermos.gif
ED0403;forcedguess;1;1;30;3;4;4;2;low;2421;right;visual\obj411sock.gif;visual\obj370safe.gif
ED0403;forcedguess;1;1;31;1;1;4;2;low;1766;left;visual\obj383screwdriver.gif;visual\obj401skis.gif
ED0403;forcedguess;1;1;32;1;1;1;-2;low;2421;right;visual\obj146envelope.gif;visual\obj226king.gif
ED0403;forcedguess;1;1;33;1;1;1;-2;low;1343;right;visual\obj375sandwich.gif;visual\obj509windmill.gif
ED0403;forcedguess;1;1;34;1;2;2;-1;low;1562;right;visual\obj232ladle.gif;visual\obj193hammer.gif
ED0403;forcedguess;1;1;35;3;5;5;3;low;2641;right;visual\obj000circle.gif;visual\obj061bride.gif
ED0403;forcedguess;1;1;36;1;2;2;-1;low;1875;right;visual\obj071cake.gif;visual\obj443teepee.gif
ED0403;forcedguess;1;1;37;3;4;1;-2;low;2687;left;visual\obj168fork.gif;visual\obj224kangaroo.gif
ED0403;forcedguess;1;1;38;3;1;4;2;low;2281;left;visual\obj091cherry.gif;visual\obj265priest.gif
ED0403;forcedguess;1;1;39;1;3;2;-1;low;2313;left;visual\obj069cactus.gif;visual\obj311pencil.gif
ED0403;forcedguess;1;1;40;3;2;2;-1;low;2171;right;visual\obj150faucet.gif;visual\obj476turtle.gif
ED0403;forcedguess;1;1;41;1;4;1;-2;low;1842;left;visual\obj273mouse.gif;visual\obj365rope.gif
ED0403;forcedguess;1;1;42;3;4;4;2;low;1719;right;visual\obj216igloo.gif;visual\obj280needle.gif
ED0403;forcedguess;1;1;43;0;2;2;0;low;2578;none;visual\obj132door.gif;visual\obj267moon.gif
ED0403;forcedguess;1;1;44;3;0;5;3;low;1578;left;visual\obj300paperclip.gif;visual\obj488wagon.gif
ED0403;forcedguess;1;1;45;3;0;5;3;low;2139;left;visual\obj236leaf.gif;visual\obj214firehydrant.gif
ED0403;forcedguess;1;1;46;0;1;1;0;low;2561;none;visual\obj020backpack.gif;visual\obj373sailor.gif
ED0403;forcedguess;1;1;47;3;2;3;1;low;1844;left;visual\obj220jacket.gif;visual\obj279necklace.gif
ED0403;forcedguess;1;1;48;0;1;1;0;low;2108;none;visual\obj032bat.gif;visual\obj374salt.gif
ED0403;forcedguess;1;1;49;1;2;2;-1;low;2437;right;visual\obj218ironingboard.gif;visual\obj101cloud.gif
ED0403;forcedguess;1;1;50;1;2;3;1;low;1891;left;visual\obj038bee.gif;visual\obj010fishtank.gif
ED0403;forcedguess;1;1;51;3;1;4;2;low;2266;left;visual\obj129doll.gif;visual\obj319pillow.gif
ED0403;forcedguess;1;1;52;3;2;3;1;low;1812;left;visual\obj340purse.gif;visual\obj339pumpkin.gif
ED0403;forcedguess;1;1;53;1;2;2;-1;low;1500;right;visual\obj367rug.gif;visual\obj200hay.gif
ED0403;forcedguess;1;1;54;3;0;5;3;low;1546;left;visual\obj378scale.gif;visual\obj384seahorse.gif
ED0403;forcedguess;1;1;55;0;1;1;0;low;1437;none;visual\obj498watermelon.gif;visual\obj468trashcan.gif
ED0403;forcedguess;1;1;56;3;4;4;2;low;1953;right;visual\obj111cow.gif;visual\obj514wolf.gif
ED0403;forcedguess;1;1;57;1;0;5;3;low;1717;left;visual\obj395shovel.gif;visual\obj035beard.gif
ED0403;forcedguess;1;1;58;0;1;1;0;low;2890;none;visual\obj495washingmachine.gif;visual\obj145elephant.gif
ED0403;forcedguess;1;1;59;1;1;4;2;low;1858;left;visual\obj380scissors.gif;visual\obj248lipstick.gif
ED0403;forcedguess;1;1;60;1;4;4;2;low;2500;right;visual\obj324pitcher.gif;visual\obj094chimney.gif
ED0403;forcedguess;1;1;61;1;0;5;3;low;2468;left;visual\obj314piano.gif;visual\obj081car.gif
ED0403;forcedguess;1;1;62;1;3;3;1;low;1969;right;visual\obj250llama.gif;visual\obj326pizza.gif
ED0403;forcedguess;1;1;63;3;3;2;-1;low;1453;left;visual\obj437table.gif;visual\obj217iron.gif
ED0403;forcedguess;1;1;64;1;3;2;-1;low;3500;left;visual\obj516worm.gif;visual\obj130dolphin.gif
ED0403;forcedguess;1;1;65;1;1;4;2;low;4937;left;visual\obj511glass.gif;visual\obj376saw.gif
ED0403;forcedguess;1;1;66;1;0;5;3;low;2187;left;visual\obj423stethoscope.gif;visual\obj246lion.gif
ED0403;forcedguess;1;1;67;1;0;5;3;low;1796;left;visual\obj002acorn.gif;visual\obj239leopard.gif
ED0403;forcedguess;1;1;68;3;2;2;-1;low;2578;right;visual\obj001accordion.gif;visual\obj190hair.gif
ED0403;forcedguess;1;1;69;1;3;3;1;low;3468;right;visual\obj022bag.gif;visual\obj047wood.gif
ED0403;forcedguess;1;1;70;0;3;3;0;low;1578;none;visual\obj360rockingchair.gif;visual\obj252lock.gif
ED0403;forcedguess;1;1;71;3;4;1;-2;low;2093;left;visual\obj312pencilsharpener.gif;visual\obj093chicken.gif
ED0403;forcedguess;1;1;72;3;0;5;3;low;1844;left;visual\obj215icecreamcone.gif;visual\obj259match.gif
ED0403;forcedguess;1;1;73;3;5;5;3;low;1766;right;visual\obj281nest.gif;visual\obj234lamp.gif
ED0403;forcedguess;1;1;74;1;4;4;2;low;1531;right;visual\obj453tie.gif;visual\obj097city.gif
ED0403;forcedguess;1;1;75;1;1;1;-2;low;2593;right;visual\obj046blimp.gif;visual\obj016ax.gif
ED0403;forcedguess;1;1;76;0;1;1;0;low;1671;none;visual\obj120curtains.gif;visual\obj182globe.gif
ED0403;forcedguess;1;1;77;3;5;5;3;low;2266;right;visual\obj167football.gif;visual\obj302parrot.gif
ED0403;forcedguess;1;1;78;3;5;5;3;low;1266;right;visual\obj056box.gif;visual\obj491wallet.gif
ED0403;forcedguess;1;1;79;3;3;3;1;low;1969;right;visual\obj348rainbow.gif;visual\obj421statue.gif
ED0403;forcedguess;1;1;80;1;4;1;-2;low;2812;left;visual\obj233ladybug.gif;visual\obj191brush.gif
ED0403;forcedguess;1;1;81;0;1;1;0;low;1578;none;visual\obj489waiter.gif;visual\obj418spoon.gif
ED0403;forcedguess;1;1;82;3;1;1;-2;low;1719;right;visual\obj458toilet.gif;visual\obj298pants.gif
ED0403;forcedguess;1;1;83;0;3;3;0;low;1421;none;visual\obj199hat.gif;visual\obj192hamburger.gif
ED0403;forcedguess;1;1;84;3;5;5;3;low;1593;right;visual\obj211horse.gif;visual\obj082carousel.gif
ED0403;forcedguess;1;1;85;3;5;5;3;low;1483;right;visual\obj237leg.gif;visual\obj404slide.gif
ED0403;forcedguess;1;1;86;1;1;1;-2;low;1562;right;visual\obj163flower.gif;visual\obj292bucket.gif
ED0403;forcedguess;1;1;87;1;2;3;1;low;2453;left;visual\obj264mixer.gif;visual\obj074can.gif
ED0403;forcedguess;1;1;88;1;4;4;2;low;1515;right;visual\obj297panda.gif;visual\obj255mailbox.gif
ED0403;forcedguess;1;1;89;3;2;2;-1;low;1937;right;visual\obj438tail.gif;visual\obj368ruler.gif
ED0403;forcedguess;1;1;90;3;5;5;3;low;1280;right;visual\obj176genie.gif;visual\obj060bread.gif
ED0403;forcedguess;1;1;91;1;3;3;1;low;1500;right;visual\obj240letter.gif;visual\obj208hoe.gif
ED0403;forcedguess;1;1;92;3;3;3;1;low;1750;right;visual\obj157fish.gif;visual\obj313penguin.gif
ED0403;forcedguess;1;1;93;3;2;3;1;low;1593;left;visual\obj356road.gif;visual\obj439tank.gif
ED0403;forcedguess;1;1;94;0;3;3;0;low;2202;none;visual\obj073camera.gif;visual\obj519zebra.gif
ED0403;forcedguess;1;1;95;3;3;3;1;low;1327;right;visual\obj018bottle.gif;visual\obj520zipper.gif
ED0403;forcedguess;1;1;96;3;3;2;-1;low;1514;left;visual\obj456toaster.gif;visual\obj493walrus.gif
ED0403;forcedguess;1;1;97;1;3;3;1;low;1171;right;visual\obj105pillar.gif;visual\obj096cigarette.gif
ED0403;forcedguess;1;1;98;1;2;3;1;low;1453;left;visual\obj021badge.gif;visual\obj320pineapple.gif
ED0403;forcedguess;1;1;99;0;3;3;0;low;1593;none;visual\obj358rock.gif;visual\obj198harp.gif
ED0403;forcedguess;1;1;100;1;5;0;-3;low;1235;left;visual\obj103coat.gif;visual\obj238lemon.gif
ED0403;forcedguess;1;1;101;3;5;5;3;low;1171;right;visual\obj000square.gif;visual\obj121deer.gif
ED0403;forcedguess;1;1;102;1;2;2;-1;low;1735;right;visual\obj149fan.gif;visual\obj083carrot.gif
ED0403;forcedguess;1;1;103;0;1;1;0;low;2609;none;visual\obj278neck.gif;visual\obj131donkey.gif
ED0403;forcedguess;1;1;104;1;2;3;1;low;3203;left;visual\obj486volcano.gif;visual\obj107cookie.gif
ED0403;forcedguess;1;1;105;1;4;4;2;low;1562;right;visual\obj070cage.gif;visual\obj303paw.gif
ED0403;forcedguess;1;1;106;1;4;1;-2;low;1594;left;visual\obj261microphone.gif;visual\obj474chest.gif
ED0403;forcedguess;1;1;107;1;3;2;-1;low;2360;left;visual\obj174gas.gif;visual\obj160flashlight.gif
ED0403;forcedguess;1;1;108;1;4;4;2;low;2016;right;visual\obj305peacock.gif;visual\obj448tennisracket.gif
ED0403;forcedguess;1;1;109;3;0;5;3;low;3516;left;visual\obj422steeringwheel.gif;visual\obj166foot.gif
ED0403;forcedguess;1;1;110;0;3;3;0;low;2703;none;visual\obj030barrel.gif;visual\obj036beaver.gif
ED0403;forcedguess;1;1;111;3;0;5;3;low;1687;left;visual\obj050bone.gif;visual\obj080hat.gif
ED0403;forcedguess;1;1;112;1;2;2;-1;low;3015;right;visual\obj148eye.gif;visual\obj128dog.gif
ED0403;forcedguess;1;1;113;3;3;2;-1;low;2296;left;visual\obj354gun.gif;visual\obj006ant.gif
ED0403;forcedguess;1;1;114;3;0;5;3;low;2530;left;visual\obj084tape.gif;visual\obj235lawnmower.gif
ED0403;forcedguess;1;1;115;1;0;0;-3;low;2655;right;visual\obj424stocking.gif;visual\obj063broom.gif
ED0403;forcedguess;1;1;116;3;1;4;2;low;2155;left;visual\obj487waffle.gif;visual\obj460grave.gif
ED0403;forcedguess;1;1;117;1;4;1;-2;low;3639;left;visual\obj412couch.gif;visual\obj125diaper.gif
ED0403;forcedguess;1;1;118;0;3;3;0;low;1842;none;visual\obj078canoe.gif;visual\obj053bottle.gif
ED0403;forcedguess;1;1;119;0;2;2;0;low;2046;none;visual\obj470tripod.gif;visual\obj431sun.gif
ED0403;forcedguess;1;1;120;1;3;3;1;low;1719;right;visual\obj194hammock.gif;visual\obj183glove.gif
ED0403;forcedguess;1;1;121;0;1;1;0;low;1687;none;visual\obj029barbecue.gif;visual\obj135dress.gif
ED0403;forcedguess;1;1;122;3;1;1;-2;low;1858;right;visual\obj049bomb.gif;visual\obj204helmet.gif
ED0403;forcedguess;1;1;123;0;5;5;0;low;2014;none;visual\obj188guitar.gif;visual\obj484vest.gif
ED0403;forcedguess;1;1;124;3;1;1;-2;low;2235;right;visual\obj347rain.gif;visual\obj463towel.gif
EG0605;forcedguess;0;0;0;0;2;2;0;high;15687;none;NONNE;WOLLE
EG0605;forcedguess;0;0;1;0;3;3;0;high;8593;none;KLAMOTTE;SIEDLUNG
EG0605;forcedguess;0;0;2;4;5;5;9;high;2280;right;VORSTAND;HECKE
EG0605;forcedguess;0;0;3;4;5;5;9;high;2014;right;FLÖTE;DIENER
EG0605;forcedguess;0;0;4;1;5;5;9;high;1578;right;TAGUNG;KETTE
EG0605;forcedguess;0;0;5;1;2;3;1;high;9126;left;BEGRIFF;WESEN
EG0605;forcedguess;0;0;6;1;2;3;1;high;3734;left;ZUGANG;NUMMER
EG0605;forcedguess;0;0;7;1;5;5;9;high;2687;right;SCHUB;AKTIONÄR
EG0605;forcedguess;0;0;8;1;5;5;9;high;1890;right;BUND;ZWILLING
EG0605;forcedguess;0;0;9;1;4;4;5;high;3781;right;AUSSCHAU;REZEPT
EG0605;forcedguess;0;0;10;1;2;3;1;high;4000;left;BÜRO;ZENTRUM
EG0605;forcedguess;0;0;11;1;5;5;9;high;1688;right;BÜGEL;FABRIK
EG0605;forcedguess;0;0;12;4;5;5;9;high;8718;right;REPUBLIK;SATTEL
EG0605;forcedguess;0;0;13;1;0;5;9;high;3671;left;BILANZ;HELM
EG0605;forcedguess;0;0;14;1;2;3;1;high;10796;left;SCHINKEN;FÜRST
EG0605;forcedguess;0;0;15;4;0;5;9;high;1985;left;DOKUMENT;OPTION
EG0605;forcedguess;0;0;16;0;3;3;0;high;4827;none;GESCHÄFT;MISCHUNG
EG0605;forcedguess;0;0;17;1;5;5;9;high;1905;right;TRANSFER;SCHNUR
EG0605;forcedguess;0;0;18;0;2;2;0;high;4859;none;VISUM;EINZUG
EG0605;forcedguess;0;0;19;4;3;2;-1;high;2703;left;NEUZEIT;KRAUT
EG0605;forcedguess;0;0;20;1;2;2;-1;high;2703;right;SZENE;ECKE
EG0605;forcedguess;0;0;21;4;5;5;9;high;1532;right;OBER;QUARK
EG0605;forcedguess;0;0;22;4;5;5;9;high;2860;right;ZWIEBEL;EBBE
EG0605;forcedguess;0;0;23;1;2;3;1;high;2532;left;BERG;HUHN
EG0605;forcedguess;0;0;24;4;0;0;-9;high;2078;right;PRINZ;KONZERN
EG0605;forcedguess;0;0;25;4;5;5;9;high;1703;right;VERBAND;GEHIRN
EG0605;forcedguess;0;0;26;4;5;5;9;high;1078;right;PALETTE;KITTEL
EG0605;forcedguess;0;0;27;4;0;5;9;high;2014;left;ABFLUSS;REGEL
EG0605;forcedguess;0;0;28;1;5;5;9;high;1766;right;HERD;ELLBOGEN
EG0605;forcedguess;0;0;29;4;3;3;1;high;5375;right;NADEL;ANKER
EG0605;forcedguess;0;0;30;0;2;2;0;high;1983;none;SCHEMA;ZUSCHLAG
EG0605;forcedguess;0;0;31;4;4;1;-5;high;2078;left;RAND;AUSZUG
EG0605;forcedguess;0;0;32;0;3;3;0;high;2562;none;ETAGE;TROPFEN
EG0605;forcedguess;0;0;33;4;5;5;9;high;2328;right;SYNTHESE;ENTWURF
EG0605;forcedguess;0;0;34;4;0;5;9;high;1266;left;FELL;ALGE
EG0605;forcedguess;0;0;35;4;0;5;9;high;1140;left;HÜTTE;DORF
EG0605;forcedguess;0;0;36;4;5;5;9;high;1640;right;JUNGFRAU;HAUSHALT
EG0605;forcedguess;0;0;37;4;0;5;9;high;1687;left;ALLIANZ;TELLER
EG0605;forcedguess;0;0;38;4;0;5;9;high;1547;left;ARBEITER;GALERIE
EG0605;forcedguess;0;0;39;4;5;5;9;high;2468;right;BÖRSE;REIGEN
EG0605;forcedguess;0;0;40;1;3;2;-1;high;3656;left;PRÄDIKAT;FRAGMENT
EG0605;forcedguess;0;0;41;1;2;2;-1;high;3500;right;PÄCKCHEN;DAMPFER
EG0605;forcedguess;0;0;42;0;3;3;0;high;1875;none;BETRAG;MÖNCH
EG0605;forcedguess;0;0;43;0;3;3;0;high;2562;none;BAGGER;KLINGEL
EG0605;forcedguess;0;0;44;1;5;5;9;high;4312;right;SCHNEE;VIEH
EG0605;forcedguess;0;0;45;4;1;4;5;high;2483;left;ANTEIL;MOTTO
EG0605;forcedguess;0;0;46;0;2;2;0;high;4219;none;KUPPE;FELD
EG0605;forcedguess;0;0;47;0;2;2;0;high;2796;none;KNABE;DECKUNG
EG0605;forcedguess;0;0;48;4;4;4;5;high;2406;right;PATRONE;PELZ
EG0605;forcedguess;0;0;49;1;0;5;9;high;1703;left;PINSEL;PFLASTER
EG0605;forcedguess;0;0;50;0;2;2;0;high;3141;none;KIOSK;UNSINN
EG0605;forcedguess;0;0;51;0;3;3;0;high;3358;none;STIFT;PHRASE
EG0605;forcedguess;0;0;52;1;5;5;9;high;1625;right;EXPORT;EBENE
EG0605;forcedguess;0;0;53;4;4;4;5;high;3312;right;BOHNE;PATE
EG0605;forcedguess;0;0;54;4;0;5;9;high;1719;left;TURM;ROSINE
EG0605;forcedguess;0;0;55;4;1;4;5;high;3592;left;BRUT;KANAL
EG0605;forcedguess;0;0;56;1;3;2;-1;high;4453;left;ZWECK;ANSATZ
EG0605;forcedguess;0;0;57;4;5;5;9;high;1610;right;KREIDE;INSTITUT
EG0605;forcedguess;0;0;58;1;0;0;-9;high;1750;right;KOPPEL;PROGNOSE
EG0605;forcedguess;0;0;59;1;2;3;1;high;2172;left;GEBÄUDE;LOCH
EG0605;forcedguess;0;0;60;0;1;1;0;high;2407;none;PFANNE;ABSICHT
EG0605;forcedguess;0;0;61;1;3;2;-1;high;3282;left;PAPRIKA;VIDEO
EG0605;forcedguess;0;0;62;1;1;1;-5;high;2203;right;NUSS;HOCHHAUS
EG0605;forcedguess;0;0;63;1;2;3;1;high;2375;left;VERTRAG;FLASCHE
EG0605;forcedguess;0;0;64;4;5;5;9;high;1936;right;OPTIK;PULLOVER
EG0605;forcedguess;0;0;65;4;5;5;9;high;953;right;QUITTUNG;RUNDWEG
EG0605;forcedguess;0;0;66;0;5;5;0;high;3375;none;KURVE;WINKEL
EG0605;forcedguess;0;0;67;1;2;3;1;high;2406;left;DING;KINN
EG0605;forcedguess;0;0;68;1;1;1;-5;high;1796;right;WURF;HÄNDLER
EG0605;forcedguess;0;0;69;1;3;3;1;high;2781;right;THERAPIE;SPIRALE
EG0605;forcedguess;0;0;70;1;2;2;-1;high;1842;right;FAHRT;TERMIN
EG0605;forcedguess;0;0;71;1;3;3;1;high;2750;right;TRAKTOR;ENTE
EG0605;forcedguess;0;0;72;1;2;3;1;high;2625;left;VERLAG;RÜSTUNG
EG0605;forcedguess;0;0;73;0;3;3;0;high;2203;none;MUSTER;KERL
EG0605;forcedguess;0;0;74;4;2;3;1;high;2187;left;ÄNDERUNG;GUSS
EG0605;forcedguess;0;0;75;4;3;2;-1;high;6078;left;AGENT;KLÄRUNG
EG0605;forcedguess;0;0;76;4;0;5;9;high;2625;left;STAFFEL;BEMÜHUNG
EG0605;forcedguess;0;0;77;4;1;4;5;high;2516;left;VERSUCH;PUPPE
EG0605;forcedguess;0;0;78;4;1;4;5;high;1843;left;KURS;WIRT
EG0605;forcedguess;0;0;79;4;0;5;9;high;1342;left;MOOR;TARIF
EG0605;forcedguess;0;0;80;1;0;5;9;high;1655;left;LATTE;BASIS
EG0605;forcedguess;0;0;81;1;1;4;5;high;3859;left;BOTE;GRAMM
EG0605;forcedguess;0;0;82;0;3;3;0;high;4436;none;VARIANTE;THEKE
EG0605;forcedguess;0;0;83;0;3;3;0;high;3016;none;URHEBER;ADER
EG0605;forcedguess;0;0;84;0;2;2;0;high;2828;none;GRAD;TABELLE
EG0605;forcedguess;0;0;85;1;3;3;1;high;2391;right;HANDWERK;MATROSE
EG0605;forcedguess;0;0;86;4;1;4;5;high;4531;left;BÜRSTE;TAFEL
EG0605;forcedguess;0;0;87;4;3;3;1;high;5953;right;ABLAUF;DIALOG
EG0605;forcedguess;0;0;88;1;2;3;1;high;1875;left;TECHNIK;SPRECHER
EG0605;forcedguess;0;0;89;1;0;5;9;high;1592;left;ROBOTER;NATION
EG0605;forcedguess;0;1;0;1;3;3;1;low;6609;right;ZETTEL;SCHRANK
EG0605;forcedguess;0;1;1;1;0;5;3;low;2000;left;DORN;POLIZIST
EG0605;forcedguess;0;1;2;1;1;1;-2;low;3141;right;BLECH;STUHL
EG0605;forcedguess;0;1;3;4;0;5;3;low;1687;left;BEFUGNIS;SCHILD
EG0605;forcedguess;0;1;4;4;5;5;3;low;2312;right;BOHRER;ETIKETT
EG0605;forcedguess;0;1;5;4;5;5;3;low;1187;right;SEMINAR;STATION
EG0605;forcedguess;0;1;6;4;0;5;3;low;1390;left;QUOTE;KANNE
EG0605;forcedguess;0;1;7;4;0;5;3;low;1219;left;WEISE;BLATT
EG0605;forcedguess;0;1;8;0;0;0;0;low;1327;none;INHALT;GEMÜT
EG0605;forcedguess;0;1;9;1;5;5;3;low;2203;right;KLOSTER;WIEGE
EG0605;forcedguess;0;1;10;0;3;3;0;low;2500;none;TREPPE;AUFLAGE
EG0605;forcedguess;0;1;11;0;2;2;0;low;1953;none;TRUPPE;BESTAND
EG0605;forcedguess;0;1;12;4;0;5;3;low;1266;left;SKIZZE;KRONE
EG0605;forcedguess;0;1;13;4;5;5;3;low;1843;right;EULE;FROSCH
EG0605;forcedguess;0;1;14;4;0;5;3;low;1422;left;MAGAZIN;RUDEL
EG0605;forcedguess;0;1;15;4;5;5;3;low;1687;right;MAST;STIFTUNG
EG0605;forcedguess;0;1;16;4;0;5;3;low;1203;left;ULME;NACHWEIS
EG0605;forcedguess;0;1;17;1;2;3;1;low;2281;left;HÄNGER;SOHLE
EG0605;forcedguess;0;1;18;0;2;2;0;low;2203;none;DATEI;SAAT
EG0605;forcedguess;0;1;19;4;2;3;1;low;2282;left;RADIUS;MASSE
EG0605;forcedguess;0;1;20;4;2;2;-1;low;2030;right;KOHL;KUGEL
EG0605;forcedguess;0;1;21;1;5;0;-3;low;2000;left;KUNDE;AUFTRAG
EG0605;forcedguess;0;1;22;1;5;5;3;low;1655;right;KANU;BAUCH
EG0605;forcedguess;0;1;23;0;1;1;0;low;2452;none;SCHUPPEN;ERSATZ
EG0605;forcedguess;0;1;24;4;2;3;1;low;1687;left;MALER;WAND
EG0605;forcedguess;0;1;25;4;4;4;2;low;2094;right;GABEL;HALTUNG
EG0605;forcedguess;0;1;26;4;4;4;2;low;1733;right;ANBAU;PFERD
EG0605;forcedguess;0;1;27;1;0;5;3;low;4078;left;MUSEUM;AUSDRUCK
EG0605;forcedguess;0;1;28;4;5;5;3;low;2156;right;PRODUKT;NIERE
EG0605;forcedguess;0;1;29;1;4;4;2;low;3609;right;TEXT;SCHWEIN
EG0605;forcedguess;0;1;30;1;3;3;1;low;2141;right;GEBET;DRESSUR
EG0605;forcedguess;0;1;31;1;2;3;1;low;2391;left;ZONE;DIAKONIE
EG0605;forcedguess;0;1;32;1;0;5;3;low;1905;left;GEWÄHR;MASCHINE
EG0605;forcedguess;0;1;33;1;5;5;3;low;2125;right;RESULTAT;TENNIS
EG0605;forcedguess;0;1;34;1;3;3;1;low;1967;right;GESTEIN;JÜNGER
EG0605;forcedguess;0;1;35;1;2;2;-1;low;1578;right;PRAXIS;VERLAUF
EG0605;forcedguess;0;1;36;0;3;3;0;low;2391;none;ALTAR;FUCHS
EG0605;forcedguess;0;1;37;1;5;5;3;low;2157;right;STUDIE;VERMERK
EG0605;forcedguess;0;1;38;1;3;2;-1;low;3187;left;ONKEL;GANS
EG0605;forcedguess;0;1;39;0;2;2;0;low;2843;none;KAMM;PEDAL
EG0605;forcedguess;0;1;40;4;2;2;-1;low;2485;right;MAGNET;SCHATTEN
EG0605;forcedguess;0;1;41;1;5;5;3;low;1875;right;REPTIL;TAKT
EG0605;forcedguess;0;1;42;1;3;3;1;low;2405;right;WADE;FERNROHR
EG0605;forcedguess;0;1;43;1;5;5;3;low;1609;right;LEUCHTE;KERN
EG0605;forcedguess;0;1;44;1;5;0;-3;low;2219;left;MÜHLE;WANNE
EG0605;forcedguess;0;1;45;1;3;3;1;low;1733;right;EINTRAG;SORTE
EG0605;forcedguess;0;1;46;0;0;0;0;low;2062;none;LEINE;HÜTER
EG0605;forcedguess;0;1;47;0;3;3;0;low;4328;none;BOOT;SOCKEL
EG0605;forcedguess;0;1;48;0;2;2;0;low;1764;none;TAGEBUCH;HAUBE
EG0605;forcedguess;0;1;49;4;2;3;1;low;2093;left;BETREFF;SPEKTRUM
EG0605;forcedguess;0;1;50;1;2;3;1;low;4342;left;AMATEUR;HOSE
EG0605;forcedguess;0;1;51;1;2;3;1;low;1764;left;LOCHER;SKELETT
EG0605;forcedguess;0;1;52;4;3;2;-1;low;2359;left;MEHL;GÜRTEL
EG0605;forcedguess;0;1;53;1;2;2;-1;low;3078;right;TREND;RUTSCHE
EG0605;forcedguess;0;1;54;0;5;5;0;low;1812;none;LAGER;FORMEL
EG0605;forcedguess;0;1;55;4;5;5;3;low;1610;right;REPORTER;WAPPEN
EG0605;forcedguess;0;1;56;4;3;2;-1;low;6155;left;DIENST;SITZUNG
EG0605;forcedguess;0;1;57;0;3;3;0;low;1530;none;KNOPF;BART
EG0605;forcedguess;0;1;58;4;0;5;3;low;1608;left;KOFFER;PATER
EG0605;forcedguess;0;1;59;1;5;0;-3;low;1812;left;VORRECHT;POST
EG0605;forcedguess;0;1;60;4;2;3;1;low;2609;left;DATUM;STECKER
